date,CTL,T,CSCO,FCX,XL,IVZ,AMT,WHR,IR,WFT,YUM,CVS,GD,TYC,EL,MUR,CTAS,CBSA,SNV,CAM,DLTR,CAH,DTE,SSP,PSA,EXC,TKR,CMA,ORCL,MS,RSG,ACAS,AGN,MMM,ETFC,CAR,MDR,NOV,PCH,BAX,JCI,SWK,DVN,TMO,PEP,LNC,EMR,MLM,CCI,NU,Market,,,,,,
200311,-8.3776,-2.9191,8.4568,12.3355,8.2014,-9.587299,-1.8966,-2.5685,3.5265,-5.6691,1.0252,6.481,-3.3811,9.9138,1.6315,1.9498,9.0378,-1.1797,3.8406,1.3779,-17.1585,3.0334,2.2505,-0.7534,11,-1.7809,2.8605,1.8065,0.4177,0.7472,9.462399,7.6325,-1.0579,0.634,5.1456,8.4679,28.3784,0.8915,3.6468,4.6652,1.7763,-1.1098,1.7732,8.7352,0.6274,-1.8032,8.2643,4.3446,-1.9747,6.6879,1.6593,,,,,,
200312,-0.2447,11.9845,6.7401,-3.2162,3.7633,3.5112,-4.9209,6.3378,8.8867,9.8231,-0.2609,-3.5771,11.772,15.5229,4.1053,8.9771,7.3035,12.5984,1.4829,7.3485,-5.2018,0.0818,5.8473,2.2594,-1.2613,7.3439,17.1045,7.9183,10.0665,4.6852,0.943,4.9225,2.7833,7.5784,16.8052,0.4964,25.7895,16.2162,7.814,11.7973,6.515,15.775,16.1062,5.4393,-2.7847,2.9584,6.078,10.3359,-11.1201,1.1028,4.5489,,,,,,
200401,-19.0681,-0.9877,6.1081,-12.0342,2.5145,1.4925,1.5712,4.5423,-1.9888,12,-1.4244,-0.924,1.5046,0.9434,4.3556,-7.273,-10.1198,-8.3578,-13.2089,-10.515,6.1191,4.8234,-0.7614,1.0304,9.4953,0.9343,9.9202,1.873,4.7619,1.0195,-2.6531,7.669,7.8636,-6.9858,10.5929,1.7063,-10.8787,14.9821,7.2764,-4.4889,1.3607,0.0264,-1.3971,10.5952,1.3728,10.2304,-1.3127,-2.0652,12.4207,-4.5612,2.3049,,,,,,
200402,8.2197,-5.8431,-9.9183,15.7081,-3.5723,8.355599,0.546,-3.397,0.2104,11.1111,9.2008,4.9832,0.7547,6.8037,3.9785,3.9135,-4.5081,-4.3135,-0.1992,6.0432,-3.1652,1.747,3.4783,2.5497,0.4631,1.06,0.2721,0.7529,-7.1429,2.6628,5.1703,5.8107,5.7695,-0.8977,2.2874,0.5298,7.7934,15.5581,14.0751,-0.1029,-0.9006,2.2439,0.5668,0.7176,9.818001,5.1642,-1.5962,7.1087,-2.8226,0.7273,1.5458,,,,,,
200403,-3.5789,2.2074,1.7703,-8.347,-0.1696,-5.2282,2.7149,-5.5799,1.7599,-6.183,2.5925,-5.8667,-3.0287,0.3238,4.0845,0.3826,1.8263,2.0124,-1.7034,-0.3844,-0.1294,5.6722,2.9783,3.8517,2.8913,2.5767,5.687,-4.6924,-6.7599,-4.1165,3.3918,0.211,-3.8611,4.9346,-6.708601,7.444901,-26.9164,-4.8132,-3.8915,6.0783,1.809,10.8701,2.5889,0.7481,4.0655,1.9169,-4.0973,-5.9686,4.8133,-3.0665,-1.0674,,,,,,
200404,5.0564,2.7404,-11.2855,-21.4633,0.4077,-11.5664,9.6916,-4.8788,-4.5824,3.4499,2.1058,9.6211,5.2054,-4.1885,3.0898,8.782001,3.725,-0.9611,-2.3722,9.7616,-12.5729,6.3135,-5.1762,4.3913,-14.1184,-2.8024,-5.0366,-4.9521,-6.25,-9.8778,6.4647,-20.9988,4.6221,5.6309,-14.9064,-2.911,-1.5495,-1.273,-7.0429,2.4603,-7.2527,-0.3983,5.2451,3.2532,1.1885,-4.4167,0.5007,-6.3042,10.4513,-1.6086,-2.4232,,,,,,
200405,3.4972,-4.8193,6.9823,10.2623,-2.2266,1.42,11.0843,2.2134,1.4562,-4.5308,-3.3256,7.8954,2.147,12.1676,0.175,-4.438,0.4877,-4.6731,7.876,-4.0951,3.4099,-7.5631,3.0497,0.9569001,10.0503,0.3137,3.8985,9.6456,1.3333,4.1253,0.1041,4.5316,1.0676,-1.8039,0.4401,-2.8294,-6.2954,-0.8596,0.0528,-0.6635,-1.7135,2.4465,-3.0065,5.411,-2.0554,5.8155,-0.1993,-0.5549,5.5914,4.9046,1.4068,,,,,,
200406,0.6942,2.3207,5.9455,-1.4273,1.7415,2.4318,9.906,3.1114,4.6095,8.3594,-0.7467,0.8157,4.2142,7.6729,6.5298,12.9329,5.1621,-2.4685,-0.9969,5.0248,-1.6846,3.5002,2.1015,-1.2787,1.022,-0.03,16.2352,-2.1374,4.6491,-1.3829,0.5199,4.7477,0.6974,6.4451,-2.2787,6.713201,31.2662,13.7644,10.3046,9.7646,-0.5842,5.2583,11.3544,-0.13,1.3866,-0.5054,6.4489,3.5022,0.1358,1.9372,2.1578,,,,,,
200407,3.1624,5.7835,-11.73,5.7315,-6.3345,-24.2446,-4.8684,-8.9796,0.5563,4.0018,3.4121,-0.1993,-0.4834,-6.4575,-10.0041,4.9389,-11.9782,-6.3274,0.5924,4.9076,-1.8957,-36.474,-0.9127001,-2.4571,2.4343,4.8363,-6.2288,6.5415,-11.9028,-6.0451,-1.1748,4.3183,-15.5049,-8.4991,-0.7175,-6.5359,5.0197,6.2242,-3.7224,-12.8658,5.7512,-6.9767,5.2879,-16.3305,-7.2012,-6.7725,-4.4847,-1.3084,-4.2712,-3.9548,-3.7666,,,,,,
200408,3.8722,1.7759,-10.325,7.9771,-0.6791,0.5698,2.9737,-1.3933,-4.9934,-0.9406,3.4384,-4.4662,-1.1941,1.0323,0.1139,-2.0752,-2.2641,-0.3818,-0.2748,-0.3132,-12.6347,1.573,2.8628,0.0879,7.8931,6.4613,-5.8776,2.8733,-5.138,2.838,-2.2727,9.2029,-1.1898,0.4371,6.4137,-5.0699,12.9335,-10.6129,7.3834,1.563,-0.2657,2.0283,-6.7348,2.1384,0,3.6613,3.2125,3.2914,1.3456,3.3823,0.2714,,,,,,
200409,6.5471,0.6204,-3.5181,7.6269,6.0969,4.4278,3.0893,-1.7174,4.5531,10.0993,2.3923,5.325,4.5678,-2.0674,-4.8919,14.9119,2.5116,0.4135,3.635,7.6772,14.6321,-3.0973,3.3519,-6.5976,-1.6716,-0.4342,5.8925,-0.4655,13.1394,-2.8188,6.9052,0.4487,-2.8131,-2.9019,-3.056,-0.1387,-2.0747,9.8997,9.1142,5.3045,1.3055,-1.0402,9.7207,2.855,-2.24,3.7528,-0.5783,0.6224,3.9832,1.1476,2.0547,,,,,,
200410,-6.279201,-1.4547,6.1326,-9.9506,-2.0138,-0.2735,11.987,-2.23,0.6915,2.4304,7.2307,3.3141,0.3722,1.5982,2.7512,-7.7792,2.6166,9,3.9771,-11.8344,7.2356,6.8083,1.2325,-0.1256,5.449,7.9858,-2.5183,3.6394,12.234,4.1379,3.4946,-1.2444,-1.3646,-3.0011,12.9597,-4.6759,15.678,2.5867,0.5982,-4.3532,0.9505,4.6791,4.1684,7.3279,1.9116,-6.0638,3.4901,0.5743,2.8898,-0.3094,1.7805,,,,,,
200411,2.5865,-0.3563,-2.3946,8.034201,3.9448,13.5283,5.4683,10.6043,9.102901,2.1431,4.3678,4.3948,6.1105,9.053,1.6065,6.892,3.6625,-3.8316,-0.6988,7.9421,-3.7024,11.8289,2.7394,-1.8441,2.1627,6.2847,8.875,-0.0163,0.6319,-0.6655,2.2403,5.5573,2.8368,3.0682,7.4419,10.5391,20.8791,7.386499,13.3362,2.8934,7.0619,5.6604,11.9913,4.3103,0.6656,5.0685,4.9727,10.8061,10.2547,-4.85,4.8207,,,,,,
200412,7.9207,2.3838,3.04,-1.6611,3.689,1.1272,1.4892,7.2192,7.9011,-3.8966,3.9207,-0.6612,-3.4699,5.5049,5.7974,-5.6969,-1.9231,4.2452,6.493701,3.104,3.3777,11.2854,-0.5356,3.2948,5.2829,5.6581,0.0769,0.065,7.6923,9.399,6.8911,4.6024,10.2993,3.116,7.8644,3.1319,11.2727,-2.5138,-0.276,10.97,3.7296,4.769,-5.915,-0.1983,5.0491,1.4342,4.9087,6.7861,-1.4218,3.401,3.5177,,,,,,
200501,-8.0914,-6.5483,-6.6253,-3.0604,-3.6961,7.0064,-1.5217,-1.3726,-7.3724,5.7895,-1.5473,3.0009,-0.9464999,1.1192,-1.3764,10.9758,-0.8208,1.4833,-5.0735,4.8318,-5.3528,-3.147,1.5766,-3.9768,-5.8117,0.4084,-0.9992,-5.1786,0.3644,1.2788,-1.6995,1.949,-6.3155,2.7903,-8.0268,0.7271,0.7625,4.5055,-9.0154,-2.2583,-6.7465,-2.919,4.4964,-0.8281,2.8736,-0.3749,-4.0799,0.6709,-1.4423,-0.7958,-2.6552,,,,,,
200502,3.1902,1.2626,-3.4368,13.6104,0.2942,-1.9345,1.1589,-5.9771,13.6058,9.8397,5.2427,7.5081,2.0339,-7.3603,-2.5698,12.304,1.3793,-6.0324,0.1106,2.2691,-1.0283,3.9595,0.9359,-0.2157,3.904,3.4124,10.4425,-1.3481,-5.955,0.9114,-3.8217,4.2059,-0.8821999,0,-3.4909,-1.1587,7.2432,22.9393,0.6084,5.628,-0.1014,-2.7544,15.048,-8.2832,0.298,1.5388,-0.751,7.1455,-0.3659,0.7086,2.2681,,,,,,
200503,-2.1998,-1.5378,2.698,-4.089,-2.84,-2.368,-0.5456,6.2431,-5.4599,-2.8015,6.2116,5.599,1.6137,1.2545,2.2738,-1.3095,-5.6418,-0.7084,3.2493,-0.832,6.6048,-4.6456,4.014,5.6109,5.1869,1.1684,-3.3922,-2.5403,-3.6293,1.3813,5.9603,-9.481299,-7.5951,2.0848,-9.5705,-7.1429,-4.5867,2.9996,1.9935,-4.7112,-5.2284,-1.5135,2.212,-7.9024,-1.114,-3.6499,-2.0959,-3.0513,-1.7136,3.2137,-1.6948,,,,,,
200504,-6.5469,1.8257,-3.4656,-11.8657,-2.8603,-7.7287,-5.4855,-8.3715,-3.4903,-9.9931,-9.1681,-1.8386,-1.4946,-7.3669,-14.6065,-9.764,-6.5844,-0.742,0.6102,-3.9678,-14.7929,-0.4122,1.0334,4.4718,3.091,7.8666,-9.1441,3.9579,-7.371799,-7.6157,3.3453,1.8147,1.3243,-10.7597,-7.4167,-3.0672,7.29,-14.9036,0.3399,9.1819,-1.5961,-4.9481,-5.4031,-1.2258,4.9217,0.432,-3.4807,-1.6631,0.4359,-4.9818,-2.5185,,,,,,
200505,6.8426,-1.7647,12.3335,1.8465,7.0839,1.7949,4.7011,11.5533,1.0277,0.8054,9.2206,6.3397,2.7891,-7.6014,1.7704,9.9731,4.6126,-0.9776,3.7103,7.5901,1.3072,4.2469,3.4603,0.5498,2.4361,-4.5455,-4.7907,-2.4101,10.7266,-6.9555,2.5434,11.8512,9.973,0.7846,11.1611,6.9814,5.0222,13.236,9.7607,-0.5391,3.2623,3.6719,1.6161,5.3643,1.1143,1.2453,6.7257,11.3839,10.2294,9.0797,3.7954,,,,,,
200506,5.7944,1.5826,-1.6495,6.0623,-0.4782,0.8396,16.5188,1.9041,-7.8285,10.291,1.5403,5.9982,1.8151,1.279,0.1023,6.8644,-4.3844,-6.2427,-0.7482,4.9738,-3.2258,-0.5006,-0.5364,-4.501,5.9371,9.5624,-1.7021,4.4202,3.125,7.1691,1.832,3.1125,10.2574,-5.6751,13.2793,5.4691,-1.5471,5.6444,1.2382,0.542,-0.1412,2.7124,10.5773,2.0897,-3.6793,3.0529,-5.777,13.2187,14.2857,5.3004,1.1533,,,,,,
200507,-0.7508,4.3053,0.3669,8.253201,-3.4937,21.0658,9.3244,14.0779,9.5585,9.1411,0.7392,6.867,5.1579,4.3493,0.0256,1.5508,14.8446,4.3762,3.1392,14.3916,4.125,3.4734,0.4918,3.5451,5.5336,4.2665,14.5887,5.7093,2.803,1.62,0.6665,4.2094,4.8451,3.7344,10.8649,-4.515,12.8095,10.1178,10.4529,5.8491,1.9705,7.444,10.6748,11.1277,1.1126,3.7191,5.0615,5.1649,7.0866,3.4516,4.3325,,,,,,
200508,4.6261,-1.5133,-7.9895,4.6922,-3.2303,-8.1155,3.7424,-4.3761,2.2643,7.0006,-9.4938,-5.3497,-0.5209,-8.6643,3.1937,3.2476,-6.9479,1.5462,-2.7054,1.6483,-8.8836,0.0504,-2.617,-0.8312,1.1536,1.4387,11.5225,-0.9984,-4.2741,-4.1093,-0.0552,2.3651,3.1107,-4.5733,3.1593,-4.2603,45.8421,22.6552,-6.3149,2.6993,4.422,-6.4991,8.3437,-6.564,0.5868,2.6708,2.8799,-0.1926,13.7868,-6.8814,-0.5946,,,,,,
200509,-2.5627,-0.4568,1.7026,16.4098,-1.3957,-1.3877,4.656,-0.3682,-3.9689,1.403,2.1739,-1.2257,4.3285,0.4312,-13.7658,-8.7466,-0.4849,-2.5235,-3.0153,2.4671,-4.9188,6.5257,1.3218,-0.06,-0.0296,-0.835,0.8853,-1.7193,-4.542,6.035,-2.2081,-2.8617,-0.4671,3.1061,10,1.4749,5.9624,2.4763,-3.4815,-1.1406,3.868,2.6667,13.0739,10.7527,3.8651,4.9002,6.7182,8.49,-0.525,0.1506,1.0606,,,,,,
200510,-6.4322,0.8448,-2.6228,2.2227,-5.8357,-3.8373,-4.4088,3.603,-1.1509,-8.8261,5.3191,-15.7316,-2.3839,-5.2424,-4.766,-6.0557,-1.2424,-6.5322,-0.9019001,-0.2705,-0.3695,-1.466,-5.8003,-8.344999,-1.194,-2.6385,-4.2862,-1.9015,2.2581,1.3719,0.17,2.455,-2.5322,3.5714,5.3977,-15.6008,-0.7648,-5.0608,-14.1788,-4.1134,9.6696,2.6778,-12.0338,-2.2977,4.1792,-2.0088,-3.1337,0.5735,-0.4466,-8.8221,-2.0877,,,,,,
200511,1.3138,4.4444,0.5158,5.4431,3.6216,9.7366,14.4235,4.8153,5.2924,11.0383,-4.0888,10.6923,-1.7197,8.071199,-0.4824,5.8111,10.3108,8.051499,2.4754,8.0022,6.4441,2.3036,1.0185,1.441,6.6465,0.788,9.7673,-0.1904,-0.6309,2.9774,1.4144,2.1299,12.0941,3.8431,5.2291,2.6406,15.2216,-2.9614,8.406,1.5956,2.0573,0.146,-0.2981,2.1862,0.2031,2.707,9.353,-4.5241,11.7455,3.1061,4.0329,,,,,,
200512,0.1813,-1.6861,-2.3945,4.2026,2.2597,11.9273,-0.6962,2.3335,1.8673,4.1577,-3.9147,-2.2206,-0.2187,1.5428,2.6356,9.158899,-8.0277,-2.1505,-3.4014,3.9809,4.2683,7.5997,0.1489,3.603,-3.3711,2.1138,3.357,-0.6242,-3.0952,1.2672,5.1325,-3.4672,7.96,-1.2487,6.8648,-2.9263,6.5695,3.4312,5.4613,-1.5654,5.3852,0.6875,4.0116,-2.3339,0.2365,2.02,-1.2035,2.1435,-1.7883,5.9742,0.3456,,,,,,
200601,0.4222,7.3193,8.469601,20.0046,0.4156,19.883,14.1697,-3.6772,-2.7248,23.7017,5.7701,5.2186,2.3761,-9.7367,8.9307,5.5751,3.574,3.5095,2.4435,16.8841,3.5923,4.7855,-2.2922,0.6664,7.1618,8.0542,12.9606,-2.2727,2.9484,8.7769,0.7988999,-1.8227,7.8177,-6.129,14.046,-2.9565,16.5658,21.3238,0.4904,-2.1248,-5.0336,2.0816,9.0662,11.6495,-3.216,3.5452,3.6814,10.5057,17.5399,0.9649,4.0033,,,,,,
200602,8.048,6.3198,8.993,-21.1984,-0.1626,3.3062,2.8765,11.2915,4.8892,-3.707,-3.5779,2.0533,5.9385,-0.9981,2.6049,-17.5746,-2.723,-5.9924,2.4575,-16.305,10.5645,0.7773,2.6066,-0.3103,7.51,0.1567,-20.2931,3.3351,-1.1933,-2.9129,2.6948,2.4473,-6.9072,1.7869,7.5242,-0.0597,-0.8654,-19.9684,1.9715,2.7137,2.9318,2.2431,-14.0449,2.9132,3.3753,4.1078,6.204,15.2748,-0.8852,-0.4276,-0.164,,,,,,
200603,8.900801,-1.9935,7.0652,19.0401,-4.53,-0.0501,-4.744,2.3499,1.8523,6.0993,2.4319,5.4359,3.8047,4.6142,-0.6146,6.294,3.7235,-1.5121,-3.7566,8.8395,0.9117,2.7273,-6.224,-7.0092,4.7552,-7.3717,12.5174,2.1633,10.2254,5.2967,9.7247,-1.2914,0.2217,2.8537,5.473,4.3923,5.6256,5.3219,17.5631,2.5363,6.9314,1.6155,4.5241,7.1346,-1.7933,-3.8401,2.2247,9.774401,-9.5694,-0.4587,1.9053,,,,,,
200604,-3.6299,-1.8399,-3.3226,8.5704,2.7765,15.9597,12.5989,-1.8804,4.6901,15.694,6.007,-0.3725,2.9228,-1.9717,-0.1882,0.7226,-1.5016,5.6431,3.3592,13.9746,-5.7824,-9.6216,1.7211,3.0642,-5.3552,2.0794,8.150001,-1.8975,6.5741,2.7857,3.5286,-0.9669999,-5.3272,12.8683,-7.7835,0.4611,11.6621,7.5639,-9.1036,-2.8601,7.4016,3.1386,-1.7329,3.9094,0.7787,7.0892,1.5784,-0.8128999,18.6949,3.1746,1.2964,,,,,,
200605,-5.1724,-0.5723,-6.0621,-13.3013,-3.9611,-10.6081,-9.2853,0.6685,0.0457,-1.6815,-2.4768,-6.1238,-3.0174,2.8843,10.2909,5.3059,0.9052,1.7282,-6.0357,-6.6481,1.3809,-0.6533,-0.8828,0.6944,-6.1134,5.5741,-9.512899,-3.7278,-2.536,-7.2784,-7.2938,0.718,-7.5935,-1.5334,-2.4518,-7.2289,7.9112,-4.2192,-2.0031,0,4.439,-7.0813,-4.5749,-4.6705,3.8118,-3.2714,-2.3367,-13.5833,-5.5869,1.2655,-3.1045,,,,,,
200606,4.0909,7.0223,-0.7622,0.3036,-2.5284,-5.422,0.4843,-8.085,-1.9032,-4.6503,-0.2579,10.0358,2.8598,1.8074,-5.5447,5.9359,-6.1379,5.1737,2.5276,1.855,0.2648,-3.7214,2.0658,-6.7848,5.8873,0.3886,6.6179,-3.9635,1.8987,6.0215,-0.7843,-2.2482,13.1196,-3.4545,-5.9745,0.7421,3.9552,-4.1477,0.2124,-2.4934,-3.1349,-2.1421,5.5134,-1.3609,-0.1985,0.4628,1.5633,-0.3934,8.7189,2.175,-0.0386,,,,,,
200607,3.8223,8.7218,-8.448501,-0.97,3.9152,6.1114,8.6118,-6.6062,-16.316,-5.6026,-10.185,6.706,2.7345,-5.1273,-3.4911,-7.8768,-11.2173,1.1826,5.5265,5.5265,0.3774,4.1505,3.8782,-0.9504,5.7839,1.8828,-3.9093,12.6178,3.3126,5.632,-0.4462,4.54,0.5501,-12.8389,2.1472,-7.8576,0.1539,5.8749,-8.3179,14.2546,-6.6407,-3.9178,7.0022,2.1247,5.563,1.0985,-5.8346,-11.6621,1.9977,8.3696,-0.1884,,,,,,
200608,3.4029,3.8013,22.9866,6.6899,3.0455,6.421999,6.0947,5.3763,6.7039,-8.1981,8.6222,2.5367,0.7908,0.23,-1.2326,-4.6638,4.9008,5.0402,2.9016,-4.9395,8.1955,0.6269,-1.3705,6.6932,7.9213,6.0104,0,-2.2203,4.6092,-1.0677,-3.4363,10.6571,6.3143,2.5,1.2012,-19.189,5.841,-2.5955,12.1063,5.6667,-6.2923,4.0996,-3.3261,5.9173,2.9978,7.0924,4.6566,2.6267,-2.4695,2.6674,2.5048,,,,,,
200609,-0.3767,4.5936,4.502,-7.2153,5.2407,5.7184,1.7847,3.955,-0.1052,-2.9767,6.4853,-4.2623,6.0992,7.0363,9.414001,-2.7806,10.262,-1.1905,1.6678,0.8139001,7.5747,-2.3584,0.6828,5.4102,-0.1847,-0.7215,-7.0537,0.4541,13.2822,10.8223,4.1001,4.0537,-1.7022,3.7936,1.3989,-5.2331,-13.278,-10.3369,-3.1585,2.4335,0.1251,6.1825,1.2362,0.3316,0.4289,2.2735,2.0816,2.7441,2.5611,2.0167,1.9424,,,,,,
200610,1.4369,6.2116,5.0044,14.1429,2.6929,4.8358,-1.3151,3.3528,-3.3439,-1.534,14.5245,-2.1832,-0.4744,5.502,0.1488,-0.8202,1.396,2.6577,0.034,3.7052,0.4199,-0.4411,9.4435,3.1922,4.3261,2.3786,0.9065999,2.2312,4.115,5.1982,1.9896,9.3489,2.5664,5.9393,-2.6756,8.2012,6.9378,3.1597,9.434,1.1219,13.6604,-4.4132,5.8432,9.0008,-2.7888,2.5934,0.6439,3.9943,-4.5119,7.4774,3.7125,,,,,,
200611,5.8959,-0.9927,11.5209,3.9517,0.8079,-5.8747,5.136,-1.3804,6.7557,9.323299,2.9095,-8.3174,5.2602,2.9222,2.2283,15.4156,1.9324,3.3138,2.1784,8.423201,-3.4738,-1.2681,3.654,-0.9705,7.3236,-1.3714,-0.4992,0.1031,3.1402,-0.3533,1.1461,4.8656,1.0216,3.9067,3.3935,3.3855,16.5101,10.1159,2.6847,-2.6757,-0.2575,7.0724,9.7696,2.2393,-2.3171,0.4423,3.3472,13.1648,2.4071,12.8249,2.3705,,,,,,
200612,2.6087,5.4261,1.5608,-8.9709,1.7998,13.9621,-1.558,-2.6729,0.3076,-6.9472,-3.9059,7.4383,-0.6547,0.6933,0.0727,-6.319099,-5.9005,5.0118,3.3478,-2.338,0.2999,-0.1548,3.9286,2.2104,1.7865,1.9101,-1.883,1.7511,-10.0262,6.9196,-1.567,4.1538,2.7106,-4.3334,-6.855,6.0117,-2.3426,-8.0138,6.2845,4.9888,6.0494,-0.8428,-8.4197,3.331,1.42,4.4189,1.707,4.632,-6.2681,0.4638,1.0856,,,,,,
200701,2.7027,6.2518,-2.5979,3.7547,-4.1933,-1.1359,6.8401,10.1301,9.5834,-3.374,2.3129,9.0222,5.4203,4.8684,16.3645,-2.2419,3.6263,-0.1922,3.568,-1.0368,4.4851,10.849,-4.214,-2.2227,11.5487,-3.07,-1.9534,1.0566,0.1167,2.0017,6.3437,5.1665,-2.5305,-4.658,8.7422,17.3813,1.5336,-0.8825999,7.7362,7.0489,7.6117,13.8596,4.4872,5.6525,4.3006,1.7093,1.9959,11.0769,8.8545,-1.8111,1.9404,,,,,,
200702,-0.2007,-2.2057,-2.5545,-0.1739,2.913,-2.0517,-2.7868,-3.0515,1.3992,-0.6934,-3.4494,-6.627,-2.2649,-3.2936,0.7789,4.5464,-0.9235,-2.439,1.378,8.0381,8.4579,-1.8342,-0.151,-6.9629,-6.8867,10.6351,0.4544,1.8381,-4.2541,-9.506,-2.6821,-6.742,-4.1984,0.3499,-5.2912,4.3205,-6.8552,14.8417,-4.2576,0.7048,1.3195,-2.9514,-6.2634,-5.4127,-3.2036,1.6235,-3.6858,8.8156,-6.968101,5.7052,-1.3994,,,,,,
200703,1.1285,7.1467,-1.5806,15.2935,-0.9435,-7.4152,0.594,-3.7411,0.1617,12.4688,0.2071,8.656899,0.0262,2.6597,2.0472,3.049,-10.5993,1.4145,0.5406,10.7017,12.1079,4.1791,4.6004,-1.3904,-6.0235,4.2166,6.0532,-1.0432,10.3469,5.1255,-0.4751,-0.3822,-0.7967,3.1722,-8.0987,2.8614,1.8295,11.703,2.3673,5.6539,1.3557,0.162,5.5708,3.2921,1.1243,-0.6449,0.0929,7.8838,-1.7732,12.8444,1.2946,,,,,,
200704,1.9031,-0.9003,4.7395,1.9376,11.4637,8.2262,-2.439,24.8734,2.9514,16.3858,7.0983,6.3269,3.1283,3.4231,5.261,3.8202,3.795,3.8876,-2.4119,2.8348,2.8243,-4.1124,5.6159,-3.0886,-1.426,9.751101,8.809,4.7192,3.6955,7.0086,0.3954,9.8623,9.3665,8.2952,4.0528,2.9649,9.5549,9.0757,-5.2206,7.5185,8.148399,5.2746,5.273,11.3583,3.9805,5.5392,9.0508,7.855,6.8783,-1.8309,3.9821,,,,,,
200705,7.4593,6.7665,0.6731,17.1828,4.5909,1.434,13.6316,5.7059,15.3639,3.5245,9.473,6.3466,2.2166,2.5437,-8.0124,6.6919,2.3752,5.1887,4.7529,9.8033,7.6043,3.5883,4.5266,5.6813,-4.0934,4.018,7.0952,1.486,3.0851,1.226,8.413899,-0.5136,2.83,6.8503,8.4692,7.5364,45.3597,11.3141,2.0281,0.3708,7.2022,8.4935,5.3657,4.879,3.3893,1.8974,3.6657,6.7858,7.2219,-4.8881,3.8932,,,,,,
200706,-0.7487,0.387,3.4547,5.2351,3.8131,7.4844,-2.7327,-0.403,6.7991,1.6562,-3.3668,-5.4229,-2.5174,1.289,-3.7844,0.7458,2.7894,0.3009,-6.5185,0.8039001,2.9307,-2.3461,-7.8101,0.1534,-13.6089,-6.9231,2.7019,-4.3291,1.7028,-1.3641,1.5413,-10.3242,-7.4279,-1.3301,-7.7662,-6.0165,6.5641,10.3653,-1.6674,-0.585,5.8341,-3.5268,2.149,-5.2747,-4.5441,-2.1379,-3.4056,4.2331,-1.4938,-6.741199,-1.4754,,,,,,
200707,-6.4832,-4.7831,3.8061,13.8523,-7.6284,-2.5532,-0.8095,-8.1745,-8.2087,0.1629,-1.6198,-3.2922,0.8054,-10.3396,-1.0767,4.3742,-7.2787,-5.0105,-8.925099,9.1367,-12.147,-6.9507,-3.8158,-10.3305,-8.760699,-3.3747,-7.5048,-11.4512,-2.9934,-8.7935,4.2755,-10.7008,0.8501,2.4542,-16.1612,-9.708099,-0.2166,15.2245,1.4866,-6.638299,-2.2631,-8.8468,-4.7005,0.9474,1.1874,-14.4256,0.5769,-15.4425,-0.0551,-3.5966,-3.1758,,,,,,
200708,4.7417,1.8131,10.4116,-6.9802,-2.132,-1.9849,-4.8968,-5.1611,3.5572,5.5124,2.1223,7.4737,0,-6.6187,-7.6188,-1.4708,0.2462,-0.6317,-1.216,4.8333,13.5651,4.0316,3.0832,0.659,8.1181,1.3685,6.976,5.9248,6.0669,-2.3485,-2.6917,8.7437,3.3201,2.8677,-15.8747,-9.5832,15.7343,6.569,4.2115,4.1065,-0.0442,2.5483,0.9382,3.869,3.6727,0.9284,5.1466,-1.208,1.4069,1.8654,1.1631,,,,,,
200709,-3.6682,6.1199,3.7904,19.984,4.4357,11.2353,9.894,-7.582201,4.8912,15.0737,3.3924,4.7858,7.5229,0.7473,2.0918,14.6866,1.2278,0.9536,2.2991,12.8654,-6.6974,-8.379601,2.4263,2.1898,4.4471,6.6365,4.4713,-6.92,6.7554,1.0101,5.7575,5.7157,7.4321,2.8465,-16.2388,-1.3787,12.6784,12.8906,-0.0222,3.0816,4.7215,-0.5287,10.6626,6.4356,8.239,8.360701,8.104799,-1.0741,10.5278,3.3273,4.0849,,,,,,
200710,-4.6949,-0.39,-0.211,12.4917,-9.154,12.3077,1.4699,-11.1336,-7.5638,-3.379,19.4797,5.2738,8.0265,-7.1493,3.3914,5.3513,-1.3747,-8.7909,-6.025,5.4936,-5.5254,8.7958,2.3947,7.1667,2.9498,9.8461,-10.4711,-8.9704,2.4018,7.1905,4.5246,1.5914,4.8239,-7.7153,-14.636,-8.8248,12.9068,1.3702,5.8406,6.6276,11.049,2.5298,12.2596,1.8884,0.6279,-4.8583,-1.785,-3.1449,1.0829,7.9104,2.5833,,,,,,
200711,-3.076,-8.5666,-15.245,-15.933,-18.6518,-14.3836,3.0783,2.7911,2.9196,-3.528,-7.7477,-3.7686,-2.3967,-2.5261,2.2323,-2.611,-12.5717,-3.6186,-5.5766,-4.242,-25.1697,-10.9951,-1.1089,-3.1548,-4.4831,-1.5342,-3.6079,-1.928,-8.9761,-21.6176,-2.9833,-13.361,-0.7251,-3.0338,-58.7074,-27.9828,-14.3465,-6.9497,-3.6718,-0.2333,-11.6651,-9.383101,-11.3383,-1.9895,4.6934,-1.2827,9.6614,4.2868,2.1427,3.0814,-4.922,,,,,,
